optimizer,dataset,seed,min_sse,params
basin_hopping,cmaes_2,4,74655.94819798,"[0.4992952569019795, 0.2703768855795807, 0.49999844596927573, 0.499349930402712, 0.05025356544710833, 0.00011207362931704148, 0.0029260568429156962, 0.009797580605890798, 0.002936110841964494, 0.0001, 0.009644273460924486, 106.60475590380234, 9.983937525182693e-06, 11204.592391663973, 11198.270725792037, 100.58031137912225, 9.22120609814667e-06, 2.2270507713096822e-08, 1.848967361076258, 0.006436913748909741, 11122.620240502012]"
pso,pso_3,7,2096759.06531746,"[0.30879670150102856, 0.22917682452651258, 0.18657574086590006, 0.0016716914036284392, 0.16482386262690174, 0.0062118739269962754, 0.002643256290875394, 0.0042806491233432584, 0.006110469490331727, 0.00012640949051879552, 0.00043378015000825575, 131424.47859927965, 6.3282026043966075e-06, 615955.5761512246, 507890.17378026573, 760026.8342321755, 2.04510758043295e-08, 9.230726588603914e-06, 2.297456653508236, 0.0034913163616487157, 614357.1667400693]"
pso,dual_annealing_1,2,1946037.97698535,"[0.22761952604181845, 0.3621391964181801, 0.214025775325216, 0.03046222029928819, 0.43808429761915496, 0.002384540922708427, 0.0035798585411245536, 0.003190781315149603, 0.0046808943408630605, 0.0023112558079612325, 9.715950619606888e-05, 580191.5234334312, 7.3490577996432355e-06, 515629.0081552834, 886015.6511661655, 440031.3487133903, 3.0160982674855485e-07, 4.148420040556566e-06, 0.7348260223804388, 0.006238514869937347, 470519.27444049297]"
pso,cmaes_2,3,2155859.12158598,"[0.4766792438512241, 0.2718090901487314, 0.3140648356135647, 0.13423721144763517, 0.3394650260406289, 0.0015679071782954193, 0.0018287090951791634, 0.0033396208763070063, 0.002480605429637996, 0.0062351601714168104, 8.388153618349987e-05, 526347.7244656276, 2.9564038209506556e-06, 994368.6914061307, 745759.0064425517, 803215.3090630106, 2.637256124482114e-06, 9.880480128696897e-06, 0.7336192904522876, 0.007459383136141025, 619299.5560553924]"
pso,basin_hopping_3,10,837816.26174628,"[0.08362360360075638, 0.25110147558560775, 0.12720730526254492, 0.41904022856177825, 0.3418905024134446, 0.0089692596234078, 0.001845532395158448, 0.003065608299493685, 0.0022853011249987397, 0.00355595935687527, 5.014824978024322e-05, 296804.68513826025, 4.807273145668449e-06, 969020.9952790336, 413124.7901637545, 22221.47991713509, 3.6471356038676394e-06, 8.690946013483583e-06, 0.5101000708934205, 0.0006109223397268531, 937710.8939037644]"
dual_annealing,cmaes_2,3,1344591.16459701,"[0.009669718133889107, 0.27003665239378183, 0.49892932409486773, 0.17504616248402727, 0.02239402792517473, 0.008567921079361744, 0.004800607235409768, 0.006788732909248736, 0.006957856283078247, 0.0001, 0.0026550625021255457, 509075.14530488773, 9.190791993480174e-06, 694093.6109915064, 40186.21678807188, 296695.3087083063, 1e-05, 3.174693642618882e-06, 1.0121546160470838, 0.007624423778006864, 465112.34594251646]"
dual_annealing,lshade_2,10,665624.5088171,"[0.051776283603026774, 0.3822425734373777, 0.4658062651396308, 0.09357840344369704, 0.22934853481291534, 0.002522087817309213, 0.006428688687338076, 0.00991899522571222, 0.004352302278865479, 0.009866977718037833, 5e-05, 718706.9358963369, 9.991267253794937e-06, 997616.043092315, 889558.2610659313, 326731.743142918, 1e-05, 9.998427626451385e-06, 1.223528321872161, 0.00477804111575962, 281474.84949683934]"
cmaes,dual_annealing_1,8,44080.31354571,"[0.037189759104732406, 0.02609024268602767, 0.0028745123141421425, 0.2256678090012672, 0.038563309096174156, 0.007524910276901876, 0.00998755610423723, 0.009786586290431555, 0.008020078344244166, 0.007212215186631012, 0.004810034372056393, 646293.4624169115, 3.7618956734684747e-06, 397100.8076757965, 32294.9559143479, 11055.425950032353, 6.134987692567026e-06, 1.6348727781161473e-08, 0.5160229504639873, 0.00833288454518065, 554693.4812646619]"
basin_hopping,cmaes_2,6,109413.22774999,"[0.040395316009234385, 0.4518628694315181, 0.47530110080703997, 0.005621230972855972, 0.4996462459568294, 0.0035226305156459727, 0.0013622621138931754, 0.01, 0.0003645219359149412, 0.00999998394032965, 0.009999983940780513, 205306.14613302576, 9.89918842413058e-06, 112801.86091509809, 153.21445679060494, 107.0845118795626, 1e-05, 1e-08, 1.4476189909880472, 0.00432328727486819, 152.80824488350342]"
dual_annealing,cmaes_3,8,1163687.94230824,"[0.043681394923322465, 0.2923194146326376, 0.29305686683259524, 0.05272747750063738, 0.010776220038031407, 0.0001, 0.00526950352760577, 0.01, 0.007511546015941852, 0.0001, 0.0068484436090593456, 121680.87599415705, 7.372731450272884e-06, 238244.53121359367, 89020.21863135602, 3812.8072793879696, 1e-05, 1e-08, 2.587406926301832, 0.009642147334230083, 514430.5911451228]"
pso,basin_hopping_2,5,1445534.68547738,"[0.018899290762373233, 0.2747305697838382, 0.0702970210491996, 0.10182168605164577, 0.30474221910071536, 0.008845508268979679, 0.006926241406200885, 0.0036287915401367566, 0.0035790303874703856, 0.006713826227909225, 7.072994937180714e-05, 314219.84708597185, 2.985417701198802e-06, 420990.6494498805, 427639.0504776393, 316261.910751548, 6.320911000239472e-06, 3.7852771993556937e-06, 0.6973669357758041, 0.004094087289670377, 397640.2555246815]"
pso,basin_hopping_1,8,740337.60866034,"[0.007838752664237891, 0.033228536294434396, 0.043496933198986454, 0.008136296784477914, 0.07704345917389277, 0.0017110273639298137, 0.004396741189337391, 0.006616976506213176, 0.009388920964364769, 0.009626033694696638, 0.006026069509801708, 230184.03732059852, 3.7656241553289042e-06, 223890.27900664188, 552983.8511673779, 310077.21900586423, 6.775950792457816e-06, 9.775091721183556e-06, 1.7761210680346338, 0.007868791396896042, 136905.5747058103]"
dual_annealing,cmaes_1,4,128327.07050001,"[0.010725551711448478, 0.39224988031735375, 0.197788039824189, 0.13558560733309227, 0.10852098243270136, 0.0001001149067804623, 0.006986299228179964, 0.008284548901893637, 0.007926112914665223, 0.008496047581999129, 5e-05, 114007.23164432257, 1e-05, 97566.28402286085, 987129.194037905, 189547.29398945387, 1e-05, 9.98933546783282e-06, 1.1958134790151504, 0.005111873923629452, 907152.4454228688]"
pso,pso_2,7,636988.63982332,"[0.3518017842167984, 0.48634518580259073, 0.060062641602053934, 0.10601465361349965, 0.3019629569933486, 0.009205488845017444, 0.005186741702263945, 0.008201935345104945, 0.0036700600171383543, 0.003735013923789922, 8.62448416328788e-05, 266574.732856122, 3.196670990378536e-06, 504080.619521355, 499129.57000408135, 614069.2616809943, 6.773274490656069e-06, 4.167356070769214e-06, 0.5820337345118602, 0.004380871383379955, 546658.9081471196]"
lshade,lshade_3,5,106188.48392973,"[0.012260989462764035, 0.24281495798033084, 0.3833524809429338, 0.07354318122725409, 0.1318427719169905, 0.004016239019451407, 0.0052302585838103054, 0.001699947721345335, 0.004903886588286207, 0.003822073789947111, 0.0025348156884113346, 570617.3135581008, 7.1975551758511115e-06, 587263.7733580262, 469922.0674647937, 478125.593599856, 3.7518229881556188e-06, 6.883196008240322e-06, 0.5, 0.004844201185198001, 100.0]"
lshade,dual_annealing_3,6,43255.03589599,"[0.03685668045492225, 0.0005, 0.2757876792992805, 0.028359053368681886, 0.0485843689724159, 0.006389345015881924, 0.0022732580366548534, 0.008507881203271752, 0.002288213816273971, 0.0059521294161629466, 0.0076511470791462005, 434090.5152339799, 6.517007648958249e-06, 283544.56847365387, 550852.8885182397, 251237.49644173734, 3.0926024098459386e-06, 4.036096190332596e-06, 1.4516991184594301, 0.01, 921194.1031246174]"
cmaes,pso_3,8,70877.30518187,"[0.02219847461664503, 0.4503777900894884, 0.49147059097134205, 0.49583622263751065, 0.43518232690773984, 0.0007902851860251059, 0.00012576992257360285, 0.009988845045128212, 0.0004132434598184952, 0.00010001399547037778, 0.00987851837000354, 129514.70842817648, 9.857176306365966e-06, 906577.7196535829, 324058.91133396135, 3698.346694156226, 9.979368582173118e-06, 8.599876097707927e-06, 0.9226468432312558, 0.009891094673371808, 248257.0274777442]"
dual_annealing,basin_hopping_1,5,756257.86019573,"[0.04178758171660332, 0.3779451563463209, 0.47441234925416825, 0.23041905061386353, 0.2439284327301687, 0.009999932924739377, 0.0001018535966601881, 5.200603019781088e-05, 0.00010196019653615852, 0.0001, 0.0001898522794232454, 137192.68962211127, 3.2206204687621495e-06, 707036.5610662135, 950523.5068225747, 303235.94735692075, 9.900220315509597e-06, 1.2518351648898252e-06, 0.5008373129513874, 0.0001021201793111643, 618982.6804080153]"
lshade,lshade_2,4,62280.32381441,"[0.3907866905810508, 0.24040398413138883, 0.2150926219124142, 0.0005, 0.17368847020341377, 0.005487413524200862, 0.004769049322636642, 0.009836907701438084, 0.00911844499821493, 0.004322249646661713, 0.0024448875384726716, 583098.6852151627, 4.985025413565235e-06, 598078.6426381811, 357188.68082625506, 100.0, 5.642501494371219e-06, 8.844919572701226e-06, 2.120032378228878, 0.007008072366632052, 100.0]"
basin_hopping,lshade_2,2,65247.49061441,"[0.3332910026588614, 0.0005937754654413032, 0.0005937688406508508, 0.0008375646848836521, 0.4999961913306613, 0.009974931197422944, 0.00011431752216955317, 0.00012360803358561968, 0.00014108391252703415, 0.0036609896692464832, 0.003657412542564126, 774174.168181839, 9.984016090846347e-06, 640345.5381876008, 565423.0019960848, 658892.9499765702, 9.655665755216928e-06, 3.3870917912985924e-07, 1.3457843093183008, 0.00010759452888104581, 716641.945672629]"
basin_hopping,dual_annealing_2,7,120666.48990688,"[0.0571906427564634, 0.4439695599307376, 0.44443924116578476, 0.058084976353122535, 0.07915646278942468, 0.005682433049949042, 0.009998983317758413, 0.003758952013128994, 0.0029439959339716644, 0.0009772093978213522, 5e-05, 820536.7749586608, 3.9236050222358697e-07, 682406.3323563203, 312714.22793192335, 620268.5803792676, 1e-05, 1.5323827705735755e-06, 1.0038334692335782, 0.005442170671236949, 821140.2422522493]"
dual_annealing,pso_1,9,52023.67727826,"[0.2855825927505557, 0.13440301962807968, 0.32826062742462236, 0.3995062412001011, 0.43796795118796306, 0.0075759699109580105, 0.00868528269945457, 0.002655090184396586, 0.005793238214453582, 0.005884457648369657, 5e-05, 10565.31308214795, 4.006803779452973e-08, 773347.6423212772, 591384.3171309088, 7343.609101497721, 1e-05, 3.740205950419312e-06, 1.7809688092946558, 0.005898899019386838, 983585.4073242465]"
pso,cmaes_3,1,2522239.77414227,"[0.018194983787724495, 0.048995219255065836, 0.3269803095816077, 0.008447642181451831, 0.3653534439994374, 0.005662624974759015, 0.003010420133773023, 0.0029067182416991823, 0.004479711987348971, 0.0001012329189524902, 0.009782212399067954, 380767.7247213178, 4.985999310500756e-06, 529725.2512685377, 510579.4491960651, 753447.3975010319, 8.104373113920503e-06, 6.338753254869868e-06, 1.1772246704262235, 0.0055112296112655975, 560111.3761032303]"
basin_hopping,pso_3,1,50463.61171558,"[0.2969765392507431, 0.0143157216364245, 0.4999955552600222, 0.0517916849307329, 0.08759833913345322, 0.0003841697471694947, 0.009729394163776474, 0.009683051926497035, 0.0015111807533858806, 0.009609033237095454, 0.01, 851052.835397471, 1e-05, 116000.28411534838, 959804.254039538, 1675.7702207517607, 7.160521694084909e-06, 5.5283934574384045e-06, 1.3504181515635374, 0.00968422205930159, 3713.3620428357763]"
basin_hopping,basin_hopping_1,10,63736.76617906,"[0.0034298848796379053, 0.49807771861524597, 0.3940950474264698, 0.0005000100000000001, 0.3132991838560485, 0.0001, 0.0001, 0.01, 0.00018519924017451126, 0.00929323285105052, 5e-05, 510022.7887818308, 1e-05, 657016.5871835497, 405244.7529826433, 590252.3797754012, 1e-05, 1e-05, 2.593107110888338, 0.009979023564829147, 669046.0969683722]"
dual_annealing,cmaes_2,8,60269.85972005,"[0.01524590639951237, 0.2905806259327294, 0.467328184761512, 0.03924090395885061, 0.003995974818783256, 0.0001, 0.0010730451824253141, 0.009997263866322605, 0.0001014214676942171, 0.0001, 0.0014744223345844085, 172171.7079860457, 1e-05, 207595.26118389604, 341570.4742376779, 6171.612739035161, 1e-05, 2.9817660959920496e-06, 2.600043256981929, 0.009999942335608487, 355146.5405495915]"
lshade,dual_annealing_1,1,53465.46977499,"[0.06624705165016255, 0.3427684804781012, 0.3856852125122795, 0.0005, 0.2631474343532846, 0.007272654831192934, 0.004707295119101165, 0.006567035125175752, 0.0010443798960577365, 0.005284072686346852, 0.0023191210094725004, 1000000.0, 7.049180659374894e-06, 246611.10254296355, 654258.0927910707, 652310.4845625123, 8.004252497628686e-07, 5.643897726930217e-06, 2.1682772083556006, 0.006556353460208019, 100.0]"
basin_hopping,cmaes_3,6,295240.39875844,"[0.49995508805349453, 0.1557037927454543, 0.4852883046415587, 0.015066237525150749, 0.015065873175259408, 0.009894825441450494, 0.009997904464576584, 0.0019607477481780257, 0.00190717476664471, 0.001015618478379184, 5e-05, 149893.87233294433, 1e-05, 21330.366832080417, 173079.81273968678, 214867.86628865293, 1e-05, 1.0253968410040857e-06, 1.6531988598465364, 0.009997914355878117, 372594.1646480375]"
lshade,dual_annealing_3,10,56303.52584491,"[0.041664516230262516, 0.3306549722535348, 0.22854048461278917, 0.0005, 0.4909123721800896, 0.007621196804707632, 0.007883322427928927, 0.002473788992156866, 0.006917543373213251, 0.0014089459829518007, 0.009827919342957242, 809684.0920952962, 3.9014399312289044e-06, 601587.4178430553, 467143.62396655546, 147613.759032816, 2.3890448806234705e-06, 1e-05, 2.1518192302998957, 0.005949065476372699, 100.0]"
dual_annealing,cmaes_1,3,112171.56983489,"[0.0629881992341059, 0.056449048688938346, 0.4026326464807901, 0.0935389537254507, 0.04975771652956101, 0.0001, 0.0001, 0.01, 0.0045695778068293716, 0.0001, 0.001122463217201038, 50683.68657126138, 8.513560871411275e-06, 999720.8267057803, 671435.3457348328, 153124.3144119745, 1e-05, 1e-05, 0.8739723128601327, 0.00996681195419066, 344648.8455818775]"
basin_hopping,pso_2,2,35478.71695983,"[0.4610826988830247, 0.40699087896831887, 0.11043404435885376, 0.011021666761059406, 0.2051449526452593, 0.005403437459112917, 0.00010000048790810478, 0.0018730661889744642, 0.005051546610215118, 0.006852878304532045, 5.009618987518041e-05, 900558.6487559607, 7.909432235503322e-06, 552297.0720524862, 387011.42870757246, 578049.2326521048, 4.9139909650763575e-06, 9.625020073628229e-06, 1.7898658482487153, 0.00044828089949364863, 767634.4023298853]"
pso,cmaes_1,8,954756.31816145,"[0.16323059101857557, 0.465373768301606, 0.3061782269138831, 0.2939785470183205, 0.3200946182121039, 0.0017362622506573722, 0.006486174360173696, 0.0031179867330890687, 0.008718655197573134, 0.006752873993242025, 5.6071657802926264e-05, 398808.4098803589, 7.48532217657687e-06, 617826.8100869835, 751697.5799079355, 507390.23489485774, 3.8594027355934306e-06, 8.164368639597132e-06, 0.7243779913886312, 0.00808298739193633, 972982.1176877383]"
lshade,dual_annealing_1,6,50475.89914875,"[0.21182588358219845, 0.4030634909771698, 0.041908311876554125, 0.26768932166586024, 0.0005, 0.009330042510987078, 0.004725201581991841, 0.0031291712120942415, 0.008153451448361743, 0.0017581201715464539, 0.005394587372008641, 551421.9007358432, 3.967448719751556e-06, 760094.5282616357, 488311.7247037665, 1000000.0, 3.7550615609854802e-06, 6.808228444975505e-06, 1.8853865304025588, 0.006782370778757468, 100.0]"
dual_annealing,cmaes_2,5,1068869.05849842,"[0.086711766321724, 0.08071522861561956, 0.4183097581586583, 0.07547332172308348, 0.11634020578843851, 0.01, 0.005817873892366204, 0.0062735985444175146, 0.005637275773596826, 0.0001, 0.00021517805686355342, 140438.20871441968, 6.414074012021935e-06, 713471.456508506, 992127.3534040215, 288285.8906318338, 1e-05, 8.67997883182388e-06, 0.5, 0.002943514011378022, 621209.6407845131]"
basin_hopping,basin_hopping_1,1,41145.60945926,"[0.0056379612590084114, 0.44865922577689477, 0.49999992895260903, 0.1849310144800476, 0.010237339691617933, 0.0010225840498064578, 0.0001, 0.009999651695362247, 0.0001000093136976348, 0.007523075909112581, 0.0028206017510008776, 996243.7513527096, 3.5454253621858613e-06, 1688.3185835358472, 999383.494127941, 1778.289215149821, 1e-05, 9.623052805893876e-06, 1.1717317203500026, 0.005036872606493413, 1070.797950620275]"
basin_hopping,cmaes_3,1,111283.57843486,"[0.06130575247423743, 0.29460889826837156, 0.49999150024051575, 0.009380641511866475, 0.2559886290478696, 0.006174631853735656, 0.004585368477927123, 0.00455957610581576, 0.004554214638359687, 0.00693368259114112, 0.0020350281810044184, 995798.9188392852, 1e-05, 2600.89929880576, 999825.7103460566, 2293.3307847537594, 1e-05, 1e-08, 0.7252836485129103, 0.004578711552012924, 944.8223080020574]"
pso,dual_annealing_3,7,2619577.9185984,"[0.23551484540150927, 0.1377721891469353, 0.2370392982846448, 0.10457781109412223, 0.15902029003508072, 0.006107060859411976, 0.004541507037053172, 0.00045382724737854545, 0.008604967813339566, 0.00010213814362893849, 0.005560329422132608, 343311.92858272954, 8.292559091585963e-06, 308323.75175155647, 414474.5593267069, 83406.16553419014, 6.392824222119672e-06, 3.85276948151739e-06, 1.0180410590310993, 0.0007233306787107561, 448805.1159803171]"
basin_hopping,cmaes_3,5,54712.01554086,"[0.12401651482531582, 0.0006096151323804367, 0.25572948098645165, 0.4999427107545313, 0.014774130162940349, 0.00999979811806266, 0.009842765818753181, 0.0037067489676797395, 0.0015939150950147025, 0.009998125739452468, 0.0003405802900084644, 870.8733792664858, 1e-05, 999295.6092940117, 160.92953409929515, 146.1900479332838, 1e-05, 1e-08, 2.595477399961982, 0.0005592058098918772, 999700.2542974268]"
